#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,5.08
2,1000,0.18,10.90
4,1000,0.18,21.83
8,1000,0.18,43.26
16,1000,0.19,86.19
32,1000,0.22,142.75
64,1000,0.23,283.86
128,1000,0.30,428.93
256,1000,0.33,776.85
512,1000,0.39,1315.89
1024,1000,0.49,2100.86
2048,1000,0.74,2781.39
4096,1000,1.16,3521.67
8192,1000,1.96,4184.86
16384,1000,3.11,5268.78
32768,1000,5.26,6224.32
65536,640,8.67,7558.30
131072,320,15.82,8286.01
262144,160,15.71,16681.62
524288,80,30.40,17243.99
1048576,40,65.25,16070.45
2097152,20,155.87,13454.24
4194304,10,337.59,12424.28
8388608,5,912.50,9193.03
16777216,2,2400.43,6989.25
33554432,1,5419.43,6191.51
67108864,1,10927.83,6141.10
134217728,1,21847.54,6143.38
268435456,1,43611.74,6155.12
