#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.19,0.00
1,1000,0.19,5.30
2,1000,0.19,10.59
4,1000,0.19,21.16
8,1000,0.19,41.62
16,1000,0.19,82.47
32,1000,0.23,139.17
64,1000,0.23,281.96
128,1000,0.30,429.28
256,1000,0.33,769.37
512,1000,0.39,1301.85
1024,1000,0.49,2108.26
2048,1000,0.74,2761.73
4096,1000,1.11,3685.80
8192,1000,1.86,4409.46
16384,1000,2.93,5593.35
32768,1000,4.70,6975.83
65536,640,8.00,8190.05
131072,320,14.38,9115.96
262144,160,12.55,20887.79
524288,80,23.32,22479.01
1048576,40,57.71,18168.21
2097152,20,136.10,15409.30
4194304,10,314.51,13335.94
8388608,5,883.67,9492.97
16777216,2,2293.17,7316.18
33554432,1,5227.32,6419.05
67108864,1,10424.16,6437.82
134217728,1,20900.09,6421.87
268435456,1,41748.95,6429.75
