#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,4.93
2,1000,0.18,10.86
4,1000,0.18,21.79
8,1000,0.18,43.46
16,1000,0.19,85.97
32,1000,0.22,144.97
64,1000,0.22,290.57
128,1000,0.31,418.83
256,1000,0.33,768.71
512,1000,0.39,1324.51
1024,1000,0.49,2085.08
2048,1000,0.74,2752.04
4096,1000,1.12,3670.07
8192,1000,1.85,4426.57
16384,1000,2.94,5578.91
32768,1000,4.72,6941.26
65536,640,8.04,8154.00
131072,320,14.45,9072.06
262144,160,13.88,18883.53
524288,80,26.51,19773.47
1048576,40,62.25,16844.11
2097152,20,143.28,14636.43
4194304,10,306.36,13690.77
8388608,5,880.07,9531.77
16777216,2,2273.67,7378.90
33554432,1,5214.46,6434.88
67108864,1,10431.64,6433.20
134217728,1,20891.13,6424.63
268435456,1,41634.20,6447.48
