#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.19,0.00
1,1000,0.20,5.11
2,1000,0.19,10.62
4,1000,0.19,21.32
8,1000,0.19,43.05
16,1000,0.19,84.66
32,1000,0.23,141.77
64,1000,0.22,284.64
128,1000,0.31,414.91
256,1000,0.33,768.49
512,1000,0.39,1311.03
1024,1000,0.49,2079.51
2048,1000,0.74,2767.34
4096,1000,1.11,3689.21
8192,1000,1.85,4420.69
16384,1000,2.93,5590.32
32768,1000,4.72,6946.15
65536,640,8.36,7838.28
131072,320,15.14,8657.45
262144,160,13.61,19255.38
524288,80,28.94,18118.00
1048576,40,63.53,16506.00
2097152,20,150.01,13979.79
4194304,10,328.81,12755.95
8388608,5,883.37,9496.10
16777216,2,2306.19,7274.85
33554432,1,5230.72,6414.88
67108864,1,10433.18,6432.26
134217728,1,20907.27,6419.67
268435456,1,41587.92,6454.65
