#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.19,0.00
1,1000,0.19,5.16
2,1000,0.18,10.92
4,1000,0.18,21.74
8,1000,0.18,43.32
16,1000,0.18,87.58
32,1000,0.23,136.93
64,1000,0.23,275.58
128,1000,0.30,427.26
256,1000,0.33,773.97
512,1000,0.39,1302.92
1024,1000,0.49,2105.98
2048,1000,0.74,2766.14
4096,1000,1.11,3682.62
8192,1000,1.86,4408.57
16384,1000,2.94,5572.26
32768,1000,4.72,6944.39
65536,640,8.36,7838.34
131072,320,15.12,8667.78
262144,160,13.66,19194.79
524288,80,26.21,20000.27
1048576,40,60.56,17314.61
2097152,20,142.84,14681.56
4194304,10,305.93,13709.93
8388608,5,870.21,9639.78
16777216,2,2303.06,7284.75
33554432,1,5225.38,6421.43
67108864,1,10446.84,6423.85
134217728,1,20981.00,6397.11
268435456,1,41796.89,6422.38
