#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.19,0.00
1,1000,0.20,5.10
2,1000,0.18,10.89
4,1000,0.19,21.39
8,1000,0.18,43.27
16,1000,0.18,87.29
32,1000,0.23,141.60
64,1000,0.22,287.90
128,1000,0.31,418.78
256,1000,0.34,744.58
512,1000,0.39,1325.48
1024,1000,0.50,2059.79
2048,1000,0.74,2778.77
4096,1000,1.11,3700.05
8192,1000,1.86,4411.45
16384,1000,2.93,5584.42
32768,1000,4.71,6962.27
65536,640,8.03,8163.59
131072,320,14.41,9093.06
262144,160,13.65,19211.12
524288,80,26.24,19978.20
1048576,40,65.35,16045.10
2097152,20,149.42,14035.53
4194304,10,324.87,12910.74
8388608,5,888.34,9443.01
16777216,2,2312.53,7254.92
33554432,1,5227.55,6418.77
67108864,1,10447.43,6423.48
134217728,1,20926.85,6413.66
268435456,1,41605.14,6451.98
