#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.41,0.00
1,1000,0.41,2.47
2,1000,0.39,5.08
4,1000,0.40,9.89
8,1000,0.40,20.17
16,1000,0.39,40.91
32,1000,0.55,57.75
64,1000,0.57,113.15
128,1000,0.90,142.19
256,1000,0.96,266.26
512,1000,1.15,444.42
1024,1000,1.32,774.67
2048,1000,2.12,967.45
4096,1000,3.02,1358.06
8192,1000,4.77,1718.57
16384,1000,7.23,2267.52
32768,1000,12.55,2610.80
65536,640,23.70,2765.34
131072,320,45.75,2865.24
262144,160,14.65,17896.02
524288,80,26.26,19966.28
1048576,40,57.72,18166.29
2097152,20,138.91,15097.09
4194304,10,293.89,14271.53
8388608,5,617.40,13586.91
16777216,2,1899.86,8830.79
33554432,1,5495.12,6106.22
67108864,1,11962.88,5609.76
134217728,1,23796.36,5640.26
268435456,1,47403.70,5662.75
