#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.42,0.00
1,1000,0.39,2.55
2,1000,0.39,5.07
4,1000,0.39,10.15
8,1000,0.39,20.31
16,1000,0.40,40.31
32,1000,0.57,55.89
64,1000,0.57,113.25
128,1000,0.91,141.12
256,1000,0.94,273.02
512,1000,1.14,447.70
1024,1000,1.30,787.66
2048,1000,2.11,970.74
4096,1000,3.07,1332.42
8192,1000,4.80,1706.99
16384,1000,7.44,2203.45
32768,1000,13.14,2494.09
65536,640,23.30,2812.40
131072,320,43.62,3004.97
262144,160,15.28,17156.27
524288,80,27.61,18991.59
1048576,40,60.95,17204.75
2097152,20,146.97,14269.40
4194304,10,315.54,13292.38
8388608,5,626.62,13387.02
16777216,2,1919.64,8739.78
33554432,1,5468.43,6136.03
67108864,1,11983.67,5600.02
134217728,1,23789.26,5641.95
268435456,1,47454.35,5656.71
