#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.41,0.00
1,1000,0.39,2.54
2,1000,0.39,5.11
4,1000,0.41,9.85
8,1000,0.39,20.33
16,1000,0.39,40.69
32,1000,0.57,56.54
64,1000,0.56,115.29
128,1000,0.89,144.27
256,1000,0.96,266.96
512,1000,1.16,441.39
1024,1000,1.37,750.12
2048,1000,2.11,971.38
4096,1000,3.00,1364.76
8192,1000,4.78,1712.70
16384,1000,7.44,2203.60
32768,1000,12.91,2538.45
65536,640,23.08,2838.92
131072,320,42.73,3067.29
262144,160,13.20,19866.89
524288,80,23.12,22674.88
1048576,40,54.70,19171.01
2097152,20,143.98,14565.71
4194304,10,300.10,13976.43
8388608,5,619.56,13539.66
16777216,2,1892.95,8862.99
33554432,1,5497.27,6103.84
67108864,1,11780.12,5696.79
134217728,1,23768.04,5646.98
268435456,1,47335.24,5670.94
