#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.41,0.00
1,1000,0.41,2.44
2,1000,0.40,5.06
4,1000,0.39,10.18
8,1000,0.40,20.21
16,1000,0.40,40.24
32,1000,0.56,57.06
64,1000,0.55,115.55
128,1000,0.87,146.62
256,1000,0.95,268.62
512,1000,1.14,450.37
1024,1000,1.30,785.29
2048,1000,2.10,977.34
4096,1000,2.98,1375.74
8192,1000,4.69,1747.30
16384,1000,7.28,2250.76
32768,1000,12.65,2590.03
65536,640,23.19,2826.41
131072,320,43.82,2991.04
262144,160,14.72,17812.60
524288,80,28.96,18103.46
1048576,40,63.76,16445.83
2097152,20,151.87,13809.16
4194304,10,306.26,13695.22
8388608,5,621.81,13490.67
16777216,2,1959.49,8562.02
33554432,1,5512.63,6086.83
67108864,1,11983.30,5600.20
134217728,1,24178.12,5551.21
268435456,1,47397.92,5663.44
