#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.41,0.00
1,1000,0.40,2.48
2,1000,0.39,5.11
4,1000,0.40,9.91
8,1000,0.39,20.34
16,1000,0.39,40.73
32,1000,0.57,56.58
64,1000,0.56,114.95
128,1000,0.87,146.72
256,1000,0.94,273.76
512,1000,1.16,442.91
1024,1000,1.36,755.35
2048,1000,2.11,969.64
4096,1000,3.01,1358.55
8192,1000,4.83,1695.72
16384,1000,7.31,2240.74
32768,1000,12.81,2558.54
65536,640,22.90,2861.81
131072,320,42.55,3080.27
262144,160,13.20,19856.49
524288,80,28.49,18404.75
1048576,40,62.07,16894.32
2097152,20,149.73,14006.64
4194304,10,297.47,14099.79
8388608,5,627.42,13369.91
16777216,2,1868.27,8980.09
33554432,1,5478.25,6125.03
67108864,1,11798.29,5688.02
134217728,1,23737.95,5654.14
268435456,1,47367.69,5667.06
