#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.40,0.00
1,1000,0.39,2.54
2,1000,0.39,5.10
4,1000,0.39,10.17
8,1000,0.40,20.23
16,1000,0.39,40.68
32,1000,0.57,55.82
64,1000,0.56,114.38
128,1000,0.89,143.78
256,1000,0.95,269.65
512,1000,1.18,432.47
1024,1000,1.35,758.37
2048,1000,2.09,978.49
4096,1000,3.01,1359.75
8192,1000,4.76,1721.00
16384,1000,7.34,2231.61
32768,1000,12.69,2581.48
65536,640,23.37,2804.48
131072,320,43.01,3047.75
262144,160,13.14,19942.56
524288,80,22.92,22878.81
1048576,40,54.70,19170.34
2097152,20,148.08,14162.26
4194304,10,310.04,13528.38
8388608,5,613.30,13677.86
16777216,2,1904.84,8807.70
33554432,1,5558.59,6036.50
67108864,1,11857.52,5659.61
134217728,1,23709.95,5660.82
268435456,1,47366.15,5667.24
