#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.40,0.00
1,1000,0.41,2.45
2,1000,0.40,5.00
4,1000,0.40,10.00
8,1000,0.40,20.01
16,1000,0.41,39.48
32,1000,0.56,56.79
64,1000,0.56,114.76
128,1000,0.88,145.16
256,1000,0.94,273.50
512,1000,1.13,451.89
1024,1000,1.30,784.68
2048,1000,2.10,977.09
4096,1000,3.00,1363.55
8192,1000,4.80,1707.35
16384,1000,7.21,2272.37
32768,1000,12.72,2575.90
65536,640,22.94,2857.12
131072,320,43.93,2983.48
262144,160,14.39,18216.59
524288,80,25.95,20204.29
1048576,40,58.48,17930.15
2097152,20,137.74,15225.08
4194304,10,297.70,14089.09
8388608,5,617.71,13580.19
16777216,2,1879.06,8928.51
33554432,1,5497.15,6103.97
67108864,1,11899.32,5639.72
134217728,1,23733.46,5655.21
268435456,1,47366.27,5667.23
