pre.send,main.matrix,remain.matrix,total.comput,total
0.00812046,0.198817,0.0156532,0.21447,0.222591
0.00769849,0.201037,0.015309,0.216346,0.224045
0.0075948,0.199988,0.0151613,0.21515,0.222744
0.00827772,0.199777,0.0158675,0.215644,0.223922
0.00825288,0.199686,0.0158684,0.215555,0.223808
0.00815799,0.198772,0.0157125,0.214484,0.222642
0.00813731,0.198659,0.0156948,0.214354,0.222491
0.00821738,0.200005,0.0158543,0.21586,0.224077
0.00771375,0.199954,0.0153244,0.215279,0.222992
0.00819529,0.199622,0.0157816,0.215404,0.223599
