pre.send,main.matrix,remain.matrix,total.comput,total
0.00792385,0.156414,0.014561,0.170975,0.178899
0.00780853,0.154295,0.0143492,0.168644,0.176453
0.00732195,0.156034,0.0139732,0.170007,0.177329
0.00736325,0.155316,0.0140514,0.169367,0.176731
0.00774832,0.155333,0.0143057,0.169639,0.177387
0.00778214,0.154959,0.0144138,0.169373,0.177155
0.00788699,0.155459,0.0145659,0.170024,0.177911
0.00777175,0.154877,0.0144215,0.169298,0.17707
0.00780513,0.154625,0.0143776,0.169002,0.176807
0.00797884,0.156947,0.0146209,0.171567,0.179546
