pre.send,main.matrix,remain.matrix,total.comput,total
0.00780874,0.267545,0.0239914,0.291537,0.299345
0.00736071,0.269606,0.0237217,0.293328,0.300689
0.00780641,0.266279,0.0237754,0.290054,0.29786
0.00779965,0.268088,0.0238867,0.291974,0.299774
0.00776249,0.267289,0.0238226,0.291111,0.298874
0.00791942,0.270228,0.0241266,0.294355,0.302274
0.00719806,0.266079,0.0231434,0.289223,0.296421
0.0072647,0.266522,0.023308,0.28983,0.297095
0.00785019,0.267866,0.0240815,0.291948,0.299798
0.00724909,0.267534,0.0232638,0.290798,0.298047
