pre.send,main.matrix,remain.matrix,total.comput,total
0.00769898,0.197103,0.00769929,0.204802,0.212501
0.00756403,0.196409,0.00756439,0.203974,0.211538
0.00813744,0.19501,0.00813773,0.203147,0.211285
0.00755348,0.194228,0.00755384,0.201782,0.209335
0.00765297,0.196443,0.00765329,0.204096,0.211749
0.00816836,0.196229,0.00816872,0.204398,0.212566
0.00759828,0.196507,0.0075985,0.204106,0.211704
0.00760513,0.196778,0.00760534,0.204383,0.211988
0.00811318,0.195003,0.00811359,0.203116,0.21123
0.00821799,0.196399,0.00821846,0.204618,0.212836
