pre.send,main.matrix,remain.matrix,total.comput,total
0.00767465,0.194465,0.00953789,0.204003,0.211677
0.00823715,0.195676,0.0101029,0.205779,0.214016
0.00768331,0.194212,0.00953052,0.203742,0.211425
0.00812454,0.191512,0.00998225,0.201495,0.209619
0.00762432,0.191857,0.00948229,0.201339,0.208963
0.00822587,0.194437,0.0101091,0.204546,0.212772
0.00818679,0.192857,0.0100525,0.202909,0.211096
0.00820761,0.194374,0.0100897,0.204464,0.212671
0.0076489,0.195456,0.00951591,0.204972,0.212621
0.00753456,0.193646,0.00939796,0.203044,0.210579
