pre.send,main.matrix,remain.matrix,total.comput,total
0.00753231,0.155745,0.0103421,0.166087,0.173619
0.00819063,0.156254,0.0110383,0.167292,0.175483
0.00812745,0.15591,0.0109331,0.166843,0.174971
0.0076397,0.157174,0.0105566,0.16773,0.17537
0.00824393,0.159074,0.0110964,0.170171,0.178415
0.00757932,0.166673,0.0104556,0.177129,0.184708
0.00812052,0.156217,0.0110042,0.167221,0.175342
0.00767219,0.157621,0.0104952,0.168116,0.175788
0.0082186,0.15736,0.0110665,0.168426,0.176645
0.00754712,0.155603,0.0103404,0.165944,0.173491
