#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.17,0.00
1,1000,5.24,0.19
2,1000,5.24,0.38
4,1000,5.25,0.76
8,1000,5.25,1.52
16,1000,5.23,3.06
32,1000,5.25,6.09
64,1000,5.26,12.17
128,1000,5.31,24.11
256,1000,5.32,48.08
512,1000,5.36,95.50
1024,1000,5.93,172.59
2048,1000,5.83,351.49
4096,1000,6.65,616.20
8192,1000,7.16,1144.37
16384,1000,9.22,1777.04
32768,1000,15.18,2159.33
65536,640,29.52,2220.40
131072,320,41.55,3154.34
262144,160,60.59,4326.63
524288,80,94.13,5569.98
1048576,40,157.43,6660.50
2097152,20,302.75,6926.95
4194304,10,604.41,6939.49
8388608,5,1461.46,5739.87
16777216,2,3158.07,5312.49
33554432,1,6360.71,5275.27
67108864,1,12680.95,5292.10
134217728,1,25311.53,5302.63
268435456,1,50201.59,5347.15
