#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,5.09,0.00
1,1000,5.18,0.19
2,1000,5.18,0.39
4,1000,5.19,0.77
8,1000,5.19,1.54
16,1000,5.19,3.08
32,1000,5.19,6.16
64,1000,5.19,12.32
128,1000,5.26,24.35
256,1000,5.51,46.46
512,1000,5.56,92.07
1024,1000,6.23,164.46
2048,1000,6.02,339.92
4096,1000,7.04,581.44
8192,1000,7.47,1096.28
16384,1000,9.68,1692.21
32768,1000,15.90,2061.04
65536,640,30.28,2163.99
131072,320,43.43,3018.03
262144,160,62.41,4200.31
524288,80,95.63,5482.21
1048576,40,160.33,6540.07
2097152,20,311.15,6740.05
4194304,10,610.28,6872.80
8388608,5,1457.90,5753.91
16777216,2,3191.52,5256.82
33554432,1,6380.00,5259.31
67108864,1,12682.71,5291.37
134217728,1,25261.90,5313.05
268435456,1,51582.96,5203.96
