#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,18.36,0.00
1,1000,12.95,0.08
2,1000,12.97,0.15
4,1000,13.92,0.29
8,1000,67.91,0.12
16,1000,59.86,0.27
32,1000,13.42,2.38
64,1000,13.40,4.77
128,1000,12.00,10.66
256,1000,12.01,21.31
512,1000,5.06,101.10
1024,1000,12.58,81.41
2048,1000,12.43,164.77
4096,1000,13.29,308.14
8192,1000,13.96,586.67
16384,1000,147.57,111.03
32768,1000,35.44,924.72
65536,640,61.23,1070.33
131072,320,106.71,1228.30
262144,160,233.02,1124.97
524288,80,341.10,1537.06
1048576,40,660.67,1587.15
2097152,20,692.62,3027.85
4194304,10,616.28,6805.88
8388608,5,1497.32,5602.40
16777216,2,3193.84,5252.99
33554432,1,6342.60,5290.32
67108864,1,12654.50,5303.16
134217728,1,25195.62,5327.03
268435456,1,50005.45,5368.12
