pre.send,main.matrix,remain.matrix,total.comput,total
0.00787188,0.259264,0.0317052,0.290969,0.298841
0.00834189,0.259692,0.0319519,0.291643,0.299985
0.00777673,0.256465,0.0313822,0.287848,0.295624
0.00777076,0.258397,0.0314587,0.289856,0.297626
0.00784533,0.259832,0.0315075,0.29134,0.299185
0.00724848,0.258888,0.0310304,0.289918,0.297167
0.00784677,0.262705,0.0318358,0.294541,0.302388
0.0079222,0.261583,0.031922,0.293505,0.301427
0.00716316,0.265315,0.0323001,0.297615,0.304778
0.00780332,0.25844,0.0316463,0.290087,0.29789
