pre.send,main.matrix,remain.matrix,total.comput,total
0.0077663,0.472014,0.0287902,0.500804,0.50857
0.00735672,0.475898,0.0285469,0.504445,0.511801
0.00791968,0.482992,0.0290834,0.512076,0.519995
0.00792803,0.476469,0.0293653,0.505834,0.513762
0.00776901,0.471638,0.0287396,0.500378,0.508147
0.00842809,0.475899,0.029572,0.505471,0.513899
0.00778073,0.471056,0.0288613,0.499917,0.507698
0.00737194,0.47619,0.0285582,0.504749,0.512121
0.00783769,0.476245,0.0289906,0.505235,0.513073
0.00733485,0.480082,0.0285182,0.508601,0.515935
