numproc,exec-time,init-time
56,8.37771e-05,2.26e-07
56,8.39914e-05,1.3e-07
56,8.42284e-05,1.48e-07
56,8.38988e-05,1.6e-07
56,8.39324e-05,1.29e-07
56,8.36908e-05,1.46e-07
56,8.3613e-05,1.63e-07
56,8.36858e-05,1.01e-07
56,8.37539e-05,1.12e-07
56,8.37501e-05,1.62e-07
