numproc,exec-time,init-time
I,am,process,21,and,i,have,received,22,messages.My,final,messages,have,tag,210,and,left-value,-231,right-value,231
I,am,process,21,and,i,have,received,22,messages.My,final,messages,have,tag,210,and,left-value,-231,right-value,231
22,3.71205e-05,1.06e-07
I,am,process,21,and,i,have,received,22,messages.My,final,messages,have,tag,210,and,left-value,-231,right-value,231
I,am,process,21,and,i,have,received,22,messages.My,final,messages,have,tag,210,and,left-value,-231,right-value,231
I,am,process,21,and,i,have,received,22,messages.My,final,messages,have,tag,210,and,left-value,-231,right-value,231
22,3.63335e-05,1.43e-07
I,am,process,21,and,i,have,received,22,messages.My,final,messages,have,tag,210,and,left-value,-231,right-value,231
I,am,process,21,and,i,have,received,22,messages.My,final,messages,have,tag,210,and,left-value,-231,right-value,231
I,am,process,21,and,i,have,received,22,messages.My,final,messages,have,tag,210,and,left-value,-231,right-value,231
