pre.send,main.matrix,remain.matrix,total.comput,total
0.00750253,0.236485,0.0242564,0.260742,0.268244
0.00816433,0.22337,0.0252363,0.248606,0.25677
0.00816488,0.22151,0.0250422,0.246552,0.254717
0.00813153,0.220639,0.0249457,0.245585,0.253716
0.00867273,0.221524,0.0256024,0.247126,0.255799
0.00756416,0.221675,0.0244003,0.246075,0.25364
0.00816182,0.221326,0.0250608,0.246387,0.254549
0.00761317,0.222665,0.0245824,0.247247,0.25486
0.00812222,0.219826,0.024908,0.244734,0.252857
0.00754914,0.221071,0.0243813,0.245452,0.253001
