pre.send,main.matrix,remain.matrix,total.comput,total
0.0080677,0.221655,0.024171,0.245826,0.253894
0.0080893,0.220665,0.0241072,0.244772,0.252861
0.00819528,0.222253,0.0244327,0.246685,0.254881
0.0075427,0.220316,0.0235166,0.243833,0.251375
0.00822286,0.222346,0.024572,0.246918,0.255141
0.00825707,0.223196,0.02453,0.247725,0.255983
0.0075452,0.220732,0.0236578,0.244389,0.251935
0.00816881,0.223371,0.024454,0.247825,0.255994
0.0080599,0.220158,0.0242597,0.244418,0.252478
0.00762533,0.220797,0.0237286,0.244526,0.252151
