#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.40,0.00
1,1000,0.40,2.52
2,1000,0.39,5.07
4,1000,0.40,9.91
8,1000,0.40,20.18
16,1000,0.39,40.65
32,1000,0.56,57.24
64,1000,0.56,115.12
128,1000,0.88,146.22
256,1000,0.95,269.08
512,1000,1.18,432.71
1024,1000,1.36,754.81
2048,1000,2.11,970.63
4096,1000,3.01,1360.60
8192,1000,4.77,1718.95
16384,1000,7.37,2223.24
32768,1000,12.84,2551.67
65536,640,22.99,2850.94
131072,320,44.06,2974.54
262144,160,14.79,17726.70
524288,80,26.32,19922.31
1048576,40,58.12,18042.70
2097152,20,144.28,14535.20
4194304,10,304.95,13754.15
8388608,5,616.72,13601.96
16777216,2,1961.73,8552.24
33554432,1,5747.08,5838.52
67108864,1,11948.92,5616.31
134217728,1,23840.84,5629.74
268435456,1,48375.70,5548.97
