#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.41,0.00
1,1000,0.40,2.48
2,1000,0.40,5.01
4,1000,0.40,10.10
8,1000,0.40,20.12
16,1000,0.40,40.00
32,1000,0.56,56.98
64,1000,0.56,113.91
128,1000,0.91,140.77
256,1000,0.94,271.73
512,1000,1.16,441.55
1024,1000,1.32,774.18
2048,1000,2.12,967.45
4096,1000,3.02,1355.69
8192,1000,4.77,1718.65
16384,1000,7.39,2218.43
32768,1000,12.85,2550.15
65536,640,23.55,2782.60
131072,320,42.58,3078.35
262144,160,13.53,19369.17
524288,80,24.30,21575.34
1048576,40,61.99,16914.97
2097152,20,150.37,13947.02
4194304,10,306.42,13687.93
8388608,5,649.33,12918.77
16777216,2,2012.93,8334.70
33554432,1,5726.58,5859.42
67108864,1,12309.84,5451.64
134217728,1,25149.93,5336.70
268435456,1,50228.91,5344.24
