#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.40,0.00
1,1000,0.40,2.48
2,1000,0.40,5.00
4,1000,0.40,10.06
8,1000,0.40,20.02
16,1000,0.40,40.01
32,1000,0.57,56.46
64,1000,0.57,113.02
128,1000,0.91,141.30
256,1000,0.95,268.20
512,1000,1.18,435.05
1024,1000,1.37,748.57
2048,1000,2.11,972.64
4096,1000,3.02,1356.26
8192,1000,4.78,1715.41
16384,1000,7.25,2259.72
32768,1000,12.62,2597.18
65536,640,22.99,2850.01
131072,320,41.50,3157.99
262144,160,14.66,17876.33
524288,80,28.71,18262.12
1048576,40,61.11,17159.18
2097152,20,144.39,14524.18
4194304,10,317.18,13223.93
8388608,5,620.80,13512.68
16777216,2,1927.11,8705.89
33554432,1,5551.59,6044.11
67108864,1,12117.94,5537.98
134217728,1,24231.53,5538.97
268435456,1,47544.19,5646.02
