#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.41,0.00
1,1000,0.39,2.54
2,1000,0.39,5.06
4,1000,0.39,10.14
8,1000,0.41,19.61
16,1000,0.40,40.17
32,1000,0.56,57.17
64,1000,0.56,114.11
128,1000,0.92,139.58
256,1000,0.95,269.45
512,1000,1.13,454.99
1024,1000,1.31,780.55
2048,1000,2.10,975.15
4096,1000,3.00,1364.14
8192,1000,4.82,1701.21
16384,1000,7.20,2276.66
32768,1000,12.67,2585.61
65536,640,23.01,2847.81
131072,320,41.75,3139.30
262144,160,13.87,18893.45
524288,80,25.04,20941.29
1048576,40,56.25,18642.89
2097152,20,139.12,15074.60
4194304,10,294.13,14259.81
8388608,5,609.78,13756.85
16777216,2,1935.86,8666.53
33554432,1,5556.48,6038.80
67108864,1,11887.89,5645.15
134217728,1,23859.93,5625.24
268435456,1,47453.39,5656.82
