pre.send,main.matrix,remain.matrix,total.comput,total
0.00725733,0.255976,0.0310568,0.287033,0.29429
0.00732592,0.255641,0.0310763,0.286717,0.294043
0.00795644,0.258572,0.0321367,0.290708,0.298665
0.00842132,0.2573,0.0322575,0.289557,0.297979
0.00781328,0.257109,0.0317959,0.288905,0.296718
0.00736448,0.260075,0.0313817,0.291456,0.298821
0.00784803,0.255552,0.0315826,0.287135,0.294983
0.0072009,0.255992,0.0311072,0.287099,0.2943
0.00837568,0.256954,0.0322288,0.289182,0.297558
0.00789649,0.259166,0.031762,0.290928,0.298824
