#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.54,0.00
1,1000,0.65,1.55
2,1000,0.64,3.13
4,1000,0.65,6.12
8,1000,0.64,12.49
16,1000,0.69,23.28
32,1000,0.77,41.78
64,1000,0.90,70.83
128,1000,1.10,116.64
256,1000,1.17,218.81
512,1000,1.15,445.40
1024,1000,1.44,711.17
2048,1000,1.80,1137.96
4096,1000,2.67,1535.44
8192,1000,3.41,2401.08
16384,1000,3.72,4402.34
32768,1000,5.09,6438.53
65536,640,6.42,10208.92
131072,320,11.84,11071.62
262144,160,19.84,13213.01
524288,80,40.12,13068.29
1048576,40,97.15,10792.99
2097152,20,217.77,9630.08
4194304,10,404.76,10362.36
8388608,5,897.15,9350.30
16777216,2,3233.50,5188.56
33554432,1,8599.82,3901.76
67108864,1,17057.05,3934.38
134217728,1,34066.67,3939.85
268435456,1,67897.89,3953.52
