#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.55,0.00
1,1000,0.61,1.65
2,1000,0.61,3.29
4,1000,0.61,6.58
8,1000,0.61,13.14
16,1000,0.67,23.93
32,1000,0.76,42.09
64,1000,0.92,69.44
128,1000,1.03,123.97
256,1000,1.17,218.27
512,1000,1.15,446.90
1024,1000,1.51,679.86
2048,1000,1.67,1224.74
4096,1000,2.87,1425.13
8192,1000,3.40,2408.33
16384,1000,3.56,4598.81
32768,1000,5.20,6296.68
65536,640,6.47,10133.92
131072,320,11.60,11295.60
262144,160,20.01,13099.89
524288,80,40.75,12866.65
1048576,40,95.54,10975.58
2097152,20,217.11,9659.54
4194304,10,407.76,10286.23
8388608,5,899.15,9329.51
16777216,2,3219.45,5211.21
33554432,1,8462.85,3964.91
67108864,1,17058.84,3933.97
134217728,1,34007.13,3946.75
268435456,1,67992.89,3947.99
