#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.55,0.00
1,1000,0.63,1.59
2,1000,0.63,3.18
4,1000,0.63,6.38
8,1000,0.63,12.74
16,1000,0.68,23.40
32,1000,0.72,44.52
64,1000,0.88,73.07
128,1000,1.03,124.76
256,1000,1.19,215.06
512,1000,1.07,477.44
1024,1000,1.55,658.84
2048,1000,1.93,1061.35
4096,1000,3.02,1358.02
8192,1000,3.11,2632.64
16384,1000,3.93,4167.01
32768,1000,4.55,7196.80
65536,640,7.16,9152.11
131072,320,10.21,12832.90
262144,160,20.09,13047.38
524288,80,40.09,13078.08
1048576,40,96.05,10916.67
2097152,20,215.71,9721.89
4194304,10,407.83,10284.41
8388608,5,891.16,9413.13
16777216,2,3233.57,5188.45
33554432,1,8475.39,3959.04
67108864,1,17070.91,3931.18
134217728,1,34075.35,3938.85
268435456,1,67996.65,3947.77
