#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.53,0.00
1,1000,0.63,1.59
2,1000,0.62,3.22
4,1000,0.62,6.42
8,1000,0.63,12.74
16,1000,0.63,25.55
32,1000,0.76,41.89
64,1000,0.86,74.54
128,1000,1.03,123.95
256,1000,1.27,202.10
512,1000,1.20,427.16
1024,1000,1.49,685.27
2048,1000,1.63,1259.35
4096,1000,2.82,1451.92
8192,1000,3.41,2402.18
16384,1000,3.51,4671.05
32768,1000,4.99,6571.73
65536,640,6.17,10621.12
131072,320,11.57,11328.42
262144,160,20.05,13074.10
524288,80,40.56,12926.43
1048576,40,94.76,11065.50
2097152,20,216.19,9700.49
4194304,10,406.84,10309.48
8388608,5,893.74,9385.97
16777216,2,3243.92,5171.89
33554432,1,8432.76,3979.06
67108864,1,17076.47,3929.90
134217728,1,34058.03,3940.85
268435456,1,68004.51,3947.32
