#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.53,0.00
1,1000,0.58,1.73
2,1000,0.60,3.33
4,1000,0.60,6.66
8,1000,0.59,13.48
16,1000,0.68,23.66
32,1000,0.70,45.90
64,1000,0.86,74.48
128,1000,1.00,128.36
256,1000,1.11,230.84
512,1000,1.08,472.47
1024,1000,1.45,706.03
2048,1000,1.85,1107.96
4096,1000,2.78,1473.83
8192,1000,3.10,2643.17
16384,1000,3.43,4778.57
32768,1000,4.90,6687.51
65536,640,5.83,11243.64
131072,320,11.15,11758.03
262144,160,19.30,13583.87
524288,80,39.95,13124.87
1048576,40,95.31,11002.09
2097152,20,210.41,9967.00
4194304,10,408.44,10269.07
8388608,5,895.85,9363.88
16777216,2,3225.62,5201.25
33554432,1,8485.31,3954.41
67108864,1,17080.08,3929.07
134217728,1,34045.18,3942.34
268435456,1,68010.97,3946.94
