#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.55,0.00
1,1000,0.61,1.63
2,1000,0.61,3.29
4,1000,0.60,6.68
8,1000,0.62,12.95
16,1000,0.70,22.70
32,1000,0.80,40.22
64,1000,0.88,72.84
128,1000,1.02,126.09
256,1000,1.20,213.63
512,1000,1.03,495.01
1024,1000,1.37,745.49
2048,1000,1.71,1197.53
4096,1000,2.68,1528.04
8192,1000,3.30,2482.06
16384,1000,3.56,4597.87
32768,1000,5.10,6426.71
65536,640,6.36,10311.29
131072,320,11.32,11575.51
262144,160,19.99,13110.52
524288,80,40.78,12857.68
1048576,40,94.06,11148.48
2097152,20,217.82,9627.98
4194304,10,407.48,10293.37
8388608,5,893.88,9384.44
16777216,2,3228.94,5195.89
33554432,1,8454.66,3968.75
67108864,1,17063.21,3932.96
134217728,1,34067.36,3939.78
268435456,1,69062.94,3886.82
