#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.53,0.00
1,1000,0.60,1.67
2,1000,0.59,3.39
4,1000,0.60,6.69
8,1000,0.59,13.53
16,1000,0.64,24.94
32,1000,0.77,41.52
64,1000,0.86,74.25
128,1000,1.00,128.47
256,1000,1.22,209.00
512,1000,1.18,435.29
1024,1000,1.36,751.24
2048,1000,1.74,1176.71
4096,1000,2.87,1426.86
8192,1000,3.23,2535.14
16384,1000,3.70,4429.27
32768,1000,4.79,6839.78
65536,640,6.87,9536.80
131072,320,10.95,11969.15
262144,160,19.70,13303.81
524288,80,40.30,13009.39
1048576,40,95.49,10981.03
2097152,20,214.97,9755.36
4194304,10,403.05,10406.44
8388608,5,887.93,9447.42
16777216,2,3205.53,5233.84
33554432,1,8411.54,3989.10
67108864,1,16942.15,3961.06
134217728,1,33834.76,3966.86
268435456,1,67597.73,3971.07
