pre.send,main.matrix,remain.matrix,total.comput,total
0.00813943,0.219977,0.0265767,0.246554,0.254694
0.00822404,0.223867,0.0269115,0.250778,0.259002
0.00811957,0.220216,0.0265976,0.246814,0.254933
0.00755548,0.221163,0.0260863,0.247249,0.254804
0.0075995,0.220928,0.0260528,0.246981,0.25458
0.00814289,0.219874,0.026695,0.246569,0.254712
0.00812989,0.219734,0.0265703,0.246304,0.254434
0.00815893,0.22182,0.0266224,0.248443,0.256602
0.00761703,0.223355,0.0261719,0.249527,0.257144
0.00809625,0.220661,0.0266127,0.247274,0.25537
