numproc,exec-time,init-time
21,7.01225e-05,2.05e-07
21,5.43059e-05,2.31e-07
21,0.00016423,1.17e-07
21,6.21024e-05,1.13e-07
21,0.000114389,1.04e-07
21,6.65019e-05,1.19e-07
21,0.000142344,1.64e-07
21,7.65474e-05,1.7e-07
21,5.56887e-05,1.55e-07
21,6.93294e-05,2.22e-07
