numproc,exec-time,init-time
44,7.47187e-05,1.57e-07
44,7.38295e-05,1.07e-07
44,7.36783e-05,1.14e-07
44,9.02025e-05,1.45e-07
44,9.49896e-05,1.65e-07
44,0.000108528,1.54e-07
44,7.76528e-05,1.43e-07
44,7.27729e-05,1.37e-07
44,7.5174e-05,1.13e-07
44,7.28721e-05,1.35e-07
