pre.send,main.matrix,remain.matrix,total.comput,total
0.00825437,0.199346,0.00825515,0.207602,0.215856
0.00821451,0.198267,0.00821485,0.206482,0.214696
0.00765516,0.197457,0.00765555,0.205112,0.212767
0.00762459,0.197515,0.00762495,0.20514,0.212765
0.0076038,0.197843,0.00760415,0.205447,0.213051
0.00760554,0.196628,0.00760585,0.204234,0.211839
0.00777411,0.20066,0.00777431,0.208435,0.216209
0.00756648,0.197105,0.00756677,0.204672,0.212238
0.00811911,0.198419,0.00811942,0.206538,0.214658
0.00822483,0.198322,0.00822528,0.206547,0.214772
