pre.send,main.matrix,remain.matrix,total.comput,total
0.0080468,0.157546,0.0120168,0.169562,0.177609
0.00761013,0.157805,0.0114123,0.169218,0.176828
0.00759407,0.157574,0.0114028,0.168977,0.176571
0.00811252,0.156114,0.0118831,0.167997,0.17611
0.00812685,0.15555,0.0119531,0.167503,0.175629
0.00764011,0.157169,0.0114726,0.168642,0.176282
0.00810097,0.156817,0.0120611,0.168878,0.176979
0.00792457,0.167408,0.0117559,0.179164,0.187088
0.00819218,0.157347,0.012045,0.169392,0.177584
0.00760353,0.156749,0.0114136,0.168162,0.175766
