pre.send,main.matrix,remain.matrix,total.comput,total
0.00770423,0.279647,0.0306166,0.310264,0.317968
0.00767306,0.275759,0.030572,0.306331,0.314004
0.00779222,0.279944,0.0310095,0.310953,0.318745
0.00764637,0.27771,0.0305894,0.3083,0.315946
0.00770633,0.275548,0.0307365,0.306285,0.313991
0.00780828,0.278979,0.0309399,0.309919,0.317728
0.00718655,0.278445,0.0303422,0.308787,0.315974
0.00777637,0.280474,0.030965,0.311439,0.319215
0.00767717,0.276925,0.0306466,0.307572,0.315249
0.00767155,0.275418,0.0304879,0.305906,0.313577
