pre.send,main.matrix,remain.matrix,total.comput,total
0.00770718,0.240892,0.0107363,0.251629,0.259336
0.00761068,0.240794,0.010635,0.251429,0.259039
0.00760918,0.240563,0.010628,0.251191,0.2588
0.0075978,0.238111,0.0105775,0.248688,0.256286
0.00756155,0.237251,0.010546,0.247797,0.255359
0.00769608,0.241105,0.0107082,0.251813,0.259509
0.00762333,0.23905,0.0107365,0.249787,0.25741
0.00753435,0.237288,0.0105106,0.247798,0.255333
0.00813839,0.23958,0.0111372,0.250718,0.258856
0.008132,0.23764,0.0111192,0.248759,0.256891
