numproc,exec-time,init-time
14,1.90633e-05,1.44e-07
14,1.90782e-05,1.31e-07
14,1.89564e-05,1.09e-07
14,1.90301e-05,1.42e-07
14,1.90501e-05,1.32e-07
14,1.90916e-05,1.06e-07
14,1.90553e-05,9.9e-08
14,1.89755e-05,1.54e-07
14,1.89664e-05,2.09e-07
14,1.90314e-05,1.43e-07
