pre.send,main.matrix,remain.matrix,total.comput,total
0.00752642,0.157487,0.0137521,0.171239,0.178765
0.0075189,0.156736,0.0137161,0.170453,0.177971
0.00812542,0.15721,0.0143345,0.171544,0.17967
0.0076727,0.159587,0.0138194,0.173407,0.181079
0.00812391,0.156755,0.0141846,0.17094,0.179064
0.00766926,0.158156,0.0141543,0.172311,0.17998
0.00766159,0.157985,0.0141195,0.172104,0.179766
0.00751893,0.157351,0.0136877,0.171039,0.178558
0.00760113,0.158573,0.0136578,0.172231,0.179832
0.0075425,0.156668,0.0136593,0.170328,0.17787
