pre.send,main.matrix,remain.matrix,total.comput,total
0.00767745,0.20524,0.010678,0.215918,0.223596
0.00820145,0.204867,0.0113146,0.216182,0.224384
0.00769024,0.205636,0.0107127,0.216349,0.224039
0.00813046,0.202786,0.0111134,0.2139,0.22203
0.00767928,0.205549,0.0106963,0.216246,0.223925
0.00770562,0.205477,0.0107179,0.216195,0.223901
0.00816129,0.204465,0.0111667,0.215631,0.223793
0.00811308,0.202354,0.0110931,0.213447,0.22156
0.00822499,0.205765,0.011234,0.216999,0.225224
0.00816303,0.20246,0.0111425,0.213603,0.221766
