numproc,exec-time,init-time
I,am,process,13,and,i,have,received,42,messages.My,final,messages,have,tag,130,and,left-value,-861,right-value,861
I,am,process,5,and,i,have,received,42,messages.My,final,messages,have,tag,50,and,left-value,-861,right-value,861
I,am,process,21,and,i,have,received,42,messages.My,final,messages,have,tag,210,and,left-value,-861,right-value,861
I,am,process,41,and,i,have,received,42,messages.My,final,messages,have,tag,410,and,left-value,-861,right-value,861
42,7.01126e-05,5e-08
I,am,process,7,and,i,have,received,42,messages.My,final,messages,have,tag,70,and,left-value,-861,right-value,861
I,am,process,41,and,i,have,received,42,messages.My,final,messages,have,tag,410,and,left-value,-861,right-value,861
42,6.98801e-05,1.63e-07
42,8.13302e-05,1.01e-07
I,am,process,29,and,i,have,received,42,messages.My,final,messages,have,tag,290,and,left-value,-861,right-value,861
