pre.send,main.matrix,remain.matrix,total.comput,total
0.00768437,0.194147,0.00768504,0.201832,0.209516
0.00764353,0.194547,0.00764383,0.202191,0.209835
0.00825769,0.196915,0.00825805,0.205173,0.213431
0.0086453,0.201709,0.0086456,0.210355,0.219
0.00769184,0.195277,0.00769205,0.202969,0.210661
0.00772562,0.195186,0.00772599,0.202912,0.210638
0.00781113,0.19693,0.00781155,0.204742,0.212553
0.00774373,0.194822,0.00774403,0.202566,0.21031
0.0076567,0.194964,0.00765708,0.202621,0.210278
0.00775498,0.197319,0.00775535,0.205074,0.212829
