#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,1.00,1.00
2,1000,1.00,1.99
4,1000,1.01,3.96
8,1000,1.00,8.01
16,1000,1.00,15.96
32,1000,1.01,31.59
64,1000,1.15,55.87
128,1000,1.20,106.99
256,1000,1.44,178.37
512,1000,1.50,340.49
1024,1000,1.67,615.00
2048,1000,2.33,879.04
4096,1000,3.17,1290.81
8192,1000,4.44,1845.16
16384,1000,6.23,2631.24
32768,1000,8.40,3900.05
65536,640,12.24,5354.85
131072,320,18.52,7078.03
262144,160,32.08,8171.26
524288,80,58.12,9020.15
1048576,40,96.89,10822.71
2097152,20,182.18,11511.31
4194304,10,352.97,11882.76
8388608,5,693.07,12103.49
16777216,2,1380.77,12150.64
33554432,1,2758.69,12163.18
67108864,1,5526.77,12142.52
134217728,1,11038.42,12159.14
268435456,1,22074.24,12160.57
