#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,0.99,4.02
8,1000,0.99,8.10
16,1000,0.99,16.16
32,1000,1.02,31.39
64,1000,1.15,55.87
128,1000,1.19,107.25
256,1000,1.43,178.88
512,1000,1.51,339.73
1024,1000,1.67,614.86
2048,1000,2.33,879.98
4096,1000,3.17,1292.39
8192,1000,4.44,1844.81
16384,1000,6.23,2629.02
32768,1000,8.39,3907.57
65536,640,12.23,5358.93
131072,320,18.51,7080.35
262144,160,32.04,8181.24
524288,80,54.11,9690.06
1048576,40,96.94,10816.47
2097152,20,182.17,11511.86
4194304,10,352.80,11888.51
8388608,5,691.96,12123.01
16777216,2,1381.62,12143.14
33554432,1,2756.06,12174.79
67108864,1,5524.55,12147.39
134217728,1,11038.68,12158.86
268435456,1,22077.07,12159.02
