#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.00,4.02
8,1000,0.99,8.10
16,1000,0.99,16.15
32,1000,1.02,31.41
64,1000,1.15,55.77
128,1000,1.20,106.63
256,1000,1.43,179.55
512,1000,1.51,339.54
1024,1000,1.67,613.91
2048,1000,2.33,879.52
4096,1000,3.17,1290.75
8192,1000,4.45,1841.43
16384,1000,6.24,2627.04
32768,1000,8.40,3902.68
65536,640,12.22,5361.63
131072,320,18.39,7126.92
262144,160,31.98,8196.84
524288,80,56.27,9317.73
1048576,40,98.81,10612.21
2097152,20,182.32,11502.40
4194304,10,353.37,11869.32
8388608,5,692.17,12119.28
16777216,2,1382.60,12134.56
33554432,1,2757.39,12168.92
67108864,1,5520.48,12156.33
134217728,1,11036.97,12160.74
268435456,1,22075.91,12159.66
