#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.00,4.01
8,1000,1.00,8.04
16,1000,1.00,16.05
32,1000,1.02,31.52
64,1000,1.14,55.97
128,1000,1.19,107.44
256,1000,1.44,177.19
512,1000,1.50,340.28
1024,1000,1.67,613.85
2048,1000,2.33,879.00
4096,1000,3.17,1291.84
8192,1000,4.45,1840.48
16384,1000,6.23,2628.66
32768,1000,8.40,3900.57
65536,640,12.24,5353.30
131072,320,18.52,7077.58
262144,160,31.99,8194.78
524288,80,54.31,9653.14
1048576,40,96.99,10811.61
2097152,20,186.00,11275.02
4194304,10,352.25,11907.03
8388608,5,694.52,12078.20
16777216,2,1384.43,12118.50
33554432,1,2759.45,12159.83
67108864,1,5527.11,12141.77
134217728,1,11023.06,12176.09
268435456,1,22087.94,12153.03
