numproc,exec-time,init-time
12,1.67268e-05,1.32e-07
12,1.66992e-05,1.66e-07
12,1.66652e-05,1.41e-07
12,1.66682e-05,5.2e-08
12,1.67162e-05,1.28e-07
12,1.67164e-05,1.4e-07
12,1.67202e-05,1.25e-07
12,1.67083e-05,1.41e-07
12,1.66735e-05,3.72e-07
12,1.67263e-05,1.31e-07
