numproc,exec-time,init-time
9,1.18764e-05,2.18e-07
9,1.19037e-05,1.38e-07
9,1.24351e-05,1.28e-07
9,1.19538e-05,1.43e-07
9,1.18108e-05,1.24e-07
9,1.1886e-05,1.36e-07
9,1.19424e-05,1.37e-07
9,1.1915e-05,1.67e-07
9,1.19325e-05,1.67e-07
9,1.18805e-05,1.38e-07
