#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,4.92
2,1000,0.19,10.26
4,1000,0.20,20.44
8,1000,0.20,40.61
16,1000,0.19,86.21
32,1000,0.22,143.76
64,1000,0.23,276.51
128,1000,0.32,405.36
256,1000,0.34,758.20
512,1000,0.40,1288.96
1024,1000,0.50,2048.76
2048,1000,0.74,2749.58
4096,1000,1.11,3685.59
8192,1000,1.85,4418.46
16384,1000,2.94,5582.13
32768,1000,4.71,6951.79
65536,640,8.09,8105.82
131072,320,14.57,8995.77
262144,160,12.58,20834.14
524288,80,23.92,21921.80
1048576,40,56.52,18551.60
2097152,20,143.57,14607.09
4194304,10,307.12,13657.10
8388608,5,879.05,9542.84
16777216,2,2261.05,7420.09
33554432,1,5163.15,6498.83
67108864,1,10417.21,6442.11
134217728,1,20836.81,6441.38
268435456,1,41641.15,6446.40
