#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.19,0.00
1,1000,0.20,5.11
2,1000,0.20,9.98
4,1000,0.19,21.53
8,1000,0.19,42.88
16,1000,0.19,85.60
32,1000,0.22,143.07
64,1000,0.22,286.30
128,1000,0.32,396.66
256,1000,0.35,738.14
512,1000,0.41,1256.03
1024,1000,0.50,2036.47
2048,1000,0.74,2752.65
4096,1000,1.12,3670.68
8192,1000,1.85,4419.99
16384,1000,2.94,5565.88
32768,1000,4.74,6907.40
65536,640,8.11,8077.84
131072,320,14.60,8980.42
262144,160,12.56,20871.97
524288,80,23.90,21936.67
1048576,40,59.31,17679.56
2097152,20,142.72,14694.57
4194304,10,319.00,13148.15
8388608,5,898.25,9338.79
16777216,2,2300.57,7292.64
33554432,1,5212.41,6437.41
67108864,1,10439.05,6428.64
134217728,1,20877.06,6428.96
268435456,1,41693.66,6438.28
