#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,4.93
2,1000,0.19,10.27
4,1000,0.20,20.26
8,1000,0.19,43.19
16,1000,0.19,86.17
32,1000,0.22,144.94
64,1000,0.22,290.05
128,1000,0.32,395.77
256,1000,0.33,772.69
512,1000,0.39,1325.62
1024,1000,0.50,2041.14
2048,1000,0.74,2749.74
4096,1000,1.11,3676.20
8192,1000,1.86,4414.00
16384,1000,2.95,5556.43
32768,1000,4.75,6900.26
65536,640,8.45,7758.44
131072,320,15.28,8575.53
262144,160,13.68,19157.02
524288,80,26.33,19912.30
1048576,40,60.72,17268.54
2097152,20,144.61,14502.42
4194304,10,340.19,12329.19
8388608,5,903.24,9287.28
16777216,2,2278.97,7361.74
33554432,1,5226.69,6419.83
67108864,1,10433.74,6431.91
134217728,1,20897.26,6422.74
268435456,1,41764.94,6427.29
