#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.21,4.85
2,1000,0.20,9.85
4,1000,0.21,19.47
8,1000,0.21,38.94
16,1000,0.19,83.59
32,1000,0.22,143.43
64,1000,0.22,288.65
128,1000,0.31,419.55
256,1000,0.32,807.15
512,1000,0.37,1372.79
1024,1000,0.50,2027.93
2048,1000,0.74,2765.90
4096,1000,1.11,3691.10
8192,1000,1.86,4403.39
16384,1000,2.95,5552.78
32768,1000,4.76,6887.69
65536,640,8.09,8096.97
131072,320,14.56,9002.60
262144,160,12.57,20857.48
524288,80,23.44,22368.30
1048576,40,58.51,17922.58
2097152,20,137.14,15291.63
4194304,10,310.98,13487.24
8388608,5,883.91,9490.31
16777216,2,2314.35,7249.21
33554432,1,5302.11,6328.51
67108864,1,10421.39,6439.53
134217728,1,20893.32,6423.96
268435456,1,41618.82,6449.86
