#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,4.98
2,1000,0.19,10.29
4,1000,0.20,20.41
8,1000,0.18,43.37
16,1000,0.19,85.89
32,1000,0.22,144.86
64,1000,0.23,279.18
128,1000,0.32,400.06
256,1000,0.34,753.11
512,1000,0.42,1219.28
1024,1000,0.51,2014.00
2048,1000,0.74,2753.57
4096,1000,1.16,3518.40
8192,1000,1.95,4193.95
16384,1000,3.14,5218.90
32768,1000,4.98,6581.27
65536,640,8.85,7403.24
131072,320,15.80,8296.39
262144,160,15.08,17387.11
524288,80,28.46,18422.94
1048576,40,66.40,15792.45
2097152,20,148.51,14121.35
4194304,10,316.96,13232.88
8388608,5,890.86,9416.34
16777216,2,2335.49,7183.59
33554432,1,5238.03,6405.92
67108864,1,10516.63,6381.21
134217728,1,20832.63,6442.67
268435456,1,41638.61,6446.79
