#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.19,5.15
2,1000,0.19,10.41
4,1000,0.19,20.82
8,1000,0.20,41.00
16,1000,0.20,81.68
32,1000,0.23,141.24
64,1000,0.22,289.52
128,1000,0.31,419.39
256,1000,0.33,765.08
512,1000,0.40,1285.17
1024,1000,0.49,2103.74
2048,1000,0.75,2743.16
4096,1000,1.12,3673.26
8192,1000,1.85,4427.31
16384,1000,2.94,5580.68
32768,1000,4.75,6903.64
65536,640,8.11,8077.58
131072,320,14.59,8986.16
262144,160,12.58,20845.51
524288,80,23.44,22371.77
1048576,40,58.01,18074.38
2097152,20,143.69,14595.25
4194304,10,335.42,12504.61
8388608,5,897.54,9346.20
16777216,2,2287.57,7334.09
33554432,1,5228.63,6417.44
67108864,1,10547.44,6362.57
134217728,1,21076.99,6367.97
268435456,1,41898.59,6406.79
